iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__fit_intercept,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,583,0.0041284322738647464,0.00014932444921544663,0.002082633972167969,0.00022871470309678075,1e-10,True,"{'model__alpha': 1e-10, 'model__fit_intercept': True}",0.40478501883043627,0.6513418420212267,0.5398962415687922,0.36510548141255417,0.3796620908950644,0.6187574317306015,0.5099548466083547,0.33014948413388134,0.48148695979757195,0.5837128866616808,0.4864852283660165,0.10715195435423101,21,0.5301886375283371,0.65078007326999,0.7170139142661027,0.6401100925751066,0.6365493736557368,0.5799209899586906,0.6665015900972735,0.6335621561638458,0.6267349793821335,0.6107956585455703,0.6292157465442787,0.047261959232571045
0,583,0.004123806953430176,0.00048023326100538267,0.002169013023376465,0.00010497271130439167,1e-10,False,"{'model__alpha': 1e-10, 'model__fit_intercept': False}",0.4039878446148255,0.6495838840295578,0.5477314817152076,0.3703632244052403,0.376081905473869,0.6154446366839916,0.5136517292321656,0.3379836668442645,0.49100394710221185,0.5724211436747992,0.4878253463776133,0.1047091254845583,13,0.5271606869070598,0.6484221103015017,0.7092751048810139,0.6364327931852907,0.6341580958861981,0.5774691374159373,0.6628241441765994,0.628202082529721,0.6251221200188704,0.6064086392340289,0.6255474914536221,0.04634733808232615
0,583,0.0043442010879516605,0.0004861136919640937,0.002406787872314453,0.0007575963634096805,1e-08,True,"{'model__alpha': 1e-08, 'model__fit_intercept': True}",0.4047850188884876,0.651341841998599,0.5398962416487048,0.3651054815990451,0.3796620909967855,0.6187574317090778,0.5099548465899506,0.3301494841751521,0.481486959578425,0.5837128865574621,0.48648522837416897,0.10715195430152465,20,0.5301886375283371,0.65078007326999,0.7170139142661027,0.6401100925751066,0.6365493736557368,0.5799209899586906,0.6665015900972735,0.6335621561638458,0.6267349793821335,0.6107956585455703,0.6292157465442787,0.047261959232571045
0,583,0.003974556922912598,0.0003401982206957518,0.0021332502365112305,0.0001563982356006709,1e-08,False,"{'model__alpha': 1e-08, 'model__fit_intercept': False}",0.40398784461549964,0.6495838840184491,0.5477314817216368,0.3703632246575772,0.37608190552043763,0.6154446366598554,0.5136517292804856,0.33798366680046865,0.49100394687764604,0.5724211437005475,0.4878253463852603,0.10470912545579525,12,0.5271606869070598,0.6484221103015017,0.7092751048810139,0.6364327931852907,0.6341580958861981,0.5774691374159373,0.6628241441765994,0.628202082529721,0.6251221200188704,0.6064086392340289,0.6255474914536221,0.04634733808232615
0,583,0.004607772827148438,0.0006620104008536351,0.0022855281829833986,0.00032046599957759016,1e-05,True,"{'model__alpha': 1e-05, 'model__fit_intercept': True}",0.4047850774678271,0.6513418191651719,0.5398963222860715,0.36510566978772785,0.37966219364239084,0.618757409989926,0.5099548280178794,0.330149525819571,0.4814867384402861,0.5837127813931686,0.4864852366010021,0.1071519011160846,19,0.5301886375283132,0.6507800732699471,0.7170139142654621,0.6401100925744064,0.636549373655638,0.5799209899585893,0.6665015900968957,0.6335621561636691,0.6267349793818899,0.6107956585447615,0.6292157465439573,0.047261959232449344
0,583,0.004557609558105469,0.0005932592935503979,0.0021863222122192384,0.00020628557586083797,1e-05,False,"{'model__alpha': 1e-05, 'model__fit_intercept': False}",0.4039878452958816,0.6495838728083261,0.5477314882099278,0.37036347928223556,0.3760819525114333,0.6154446123033684,0.5136517780385647,0.33798362260605186,0.4910037202711557,0.5724211696824304,0.4878253541009375,0.10470909643196644,11,0.527160686906873,0.6484221103013611,0.7092751048809691,0.636432793185009,0.634158095885955,0.5774691374156886,0.6628241441762293,0.6282020825293926,0.6251221200184749,0.606408639233943,0.6255474914533896,0.046347338082337694
0,583,0.004359292984008789,0.0006406290876298847,0.0025521039962768553,0.0007294099708597462,0.0001,True,"{'model__alpha': 0.0001, 'model__fit_intercept': True}",0.4047856052004327,0.6513416134546494,0.5398970485798004,0.36510736513646735,0.3796631183604695,0.6187572143039518,0.5099546607038353,0.3301499008356622,0.48148474646649897,0.5837118341556262,0.48648531071973944,0.10715142200709406,18,0.5301886375259428,0.6507800732657039,0.7170139142020625,0.6401100925050975,0.6365493736458598,0.5799209899485736,0.6665015900595004,0.6335621561461704,0.626734979357773,0.6107956584647036,0.6292157465121387,0.047261959220405686
0,583,0.004477453231811523,0.0009598703912598208,0.0024980783462524416,0.0006486492301830126,0.0001,False,"{'model__alpha': 0.0001, 'model__fit_intercept': False}",0.4039878514313541,0.6495837717987549,0.547731546663515,0.3703657730032618,0.37608237584701043,0.6154443928435922,0.5136522172763396,0.33798322442255924,0.49100167888291857,0.5724214037406108,0.4878254235909917,0.10470883498032062,10,0.5271606868883947,0.648422110287445,0.7092751048765373,0.6364327931571364,0.6341580958619053,0.577469137391073,0.6628241441395843,0.6282020824968775,0.6251221199793426,0.6064086392254343,0.625547491430373,0.046347338083478656
0,583,0.004855847358703614,0.0007843791128397811,0.002502250671386719,0.0004170633354521306,0.001,True,"{'model__alpha': 0.001, 'model__fit_intercept': True}",0.4047908816172179,0.6513395559572155,0.5399042948156894,0.36512431418018076,0.37967236384755554,0.6187552556717719,0.5099529877533999,0.33015363530954533,0.4814648525925235,0.5837023804132024,0.48648605221583024,0.10714663478395563,17,0.530188637288978,0.6507800728416009,0.7170139078800848,0.6401100855924258,0.6365493726685603,0.5799209889484649,0.6665015863240515,0.6335621544019927,0.6267349769518548,0.6107956504891916,0.6292157433387204,0.04726195801881399
0,583,0.0042801380157470705,0.0009034639361941392,0.002366948127746582,0.0006821981342233238,0.001,False,"{'model__alpha': 0.001, 'model__fit_intercept': False}",0.40398791337111983,0.6495827599749111,0.5477321312505012,0.3703886909361169,0.37608660853824105,0.6154421950850544,0.5136566072611465,0.3379792390678762,0.49098127605445696,0.5724237430521215,0.4878261164591546,0.10470622286696116,9,0.527160685043223,0.6484221088971738,0.7092751044336851,0.636432790372516,0.6341580934593527,0.5774691349324891,0.6628241404785549,0.6282020792496475,0.6251221160724174,0.6064086383748795,0.6255474891313939,0.04634733819721771
