iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__base_estimator,param_model__learning_rate,param_model__loss,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,21,0.05441391468048096,0.006187536043264052,0.004227662086486816,0.0003869263152713763,DecisionTreeRegressor(max_depth=10),0.01,linear,100,"{'model__base_estimator': DecisionTreeRegressor(max_depth=10), 'model__learning_rate': 0.01, 'model__loss': 'linear', 'model__n_estimators': 100}",-27.673801719991715,-410.5365403426807,-35.88030262631118,0.6721569246156653,-4.159333838553662,0.8801906790689389,-141.1019017555307,-19.88712707532333,-0.7463386826619662,0.28534012789849394,-63.814765830947024,122.55392793600835,454,1.0,1.0,1.0,1.0,0.9982892983932189,1.0,1.0,1.0,1.0,1.0,0.9998289298393219,0.0005132104820343319
0,21,0.0971601963043213,0.009030936467889255,0.005886387825012207,0.0002453543819819772,DecisionTreeRegressor(max_depth=10),0.01,linear,200,"{'model__base_estimator': DecisionTreeRegressor(max_depth=10), 'model__learning_rate': 0.01, 'model__loss': 'linear', 'model__n_estimators': 200}",-27.673801719991715,-333.52611846874515,-35.88030262631118,0.24893673671880268,-20.610631319754123,0.8801906790689389,-156.59288370926953,-20.191764169998937,-0.7463386826619662,0.28534012789849394,-59.380737315304636,101.67964364392566,434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,21,0.19504199028015137,0.02481983153845069,0.012305498123168945,0.003229708255287077,DecisionTreeRegressor(max_depth=10),0.01,linear,400,"{'model__base_estimator': DecisionTreeRegressor(max_depth=10), 'model__learning_rate': 0.01, 'model__loss': 'linear', 'model__n_estimators': 400}",-27.406313153429526,-205.58460612743028,-26.817127088589256,-5.39218018295992,-20.610631319754123,0.8801906790689389,-141.1019017555307,-19.88712707532333,-0.7298011586378728,0.28534012789849394,-44.63641570546876,66.76204423878806,331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,21,0.29931414127349854,0.03164127986021007,0.018598365783691406,0.008545672025599452,DecisionTreeRegressor(max_depth=10),0.01,linear,600,"{'model__base_estimator': DecisionTreeRegressor(max_depth=10), 'model__learning_rate': 0.01, 'model__loss': 'linear', 'model__n_estimators': 600}",-27.406313153429526,-205.58460612743028,-35.88030262631118,-5.388722065547965,-20.65399535909678,0.8801906790689389,-141.1019017555307,-19.88712707532333,-0.7298011586378728,0.27905574991646853,-45.547352289232215,66.57339931068634,362,1.0,1.0,1.0,1.0,1.0,0.999927551557954,1.0,0.9999705836353604,1.0,1.0,0.9999898135193315,2.2530990611588265e-05
0,21,0.5059603929519654,0.05241341521698164,0.03045637607574463,0.010609184054476448,DecisionTreeRegressor(max_depth=10),0.01,linear,1000,"{'model__base_estimator': DecisionTreeRegressor(max_depth=10), 'model__learning_rate': 0.01, 'model__loss': 'linear', 'model__n_estimators': 1000}",-26.929203266238797,-205.58460612743028,-35.88030262631118,0.6686988072037104,-20.65399535909678,0.8801906790689389,-141.1019017555307,-19.88712707532333,-0.7298011586378728,0.41772275926025415,-44.8800325123036,66.98447299264102,334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999705836353604,0.9999779971173213,1.0,0.9999948580752681,1.0416599518583301e-05
0,21,0.05173797607421875,0.006612912617431779,0.005129313468933106,0.0017692319724205525,DecisionTreeRegressor(max_depth=10),0.01,square,100,"{'model__base_estimator': DecisionTreeRegressor(max_depth=10), 'model__learning_rate': 0.01, 'model__loss': 'square', 'model__n_estimators': 100}",-43.45655425378285,-240.48214830336394,-26.817127088589256,0.6721569246156653,-4.2359693350360725,0.8801906790689389,-141.1019017555307,-20.191764169998937,-0.7463386826619662,0.42400713724227956,-47.50554488480368,76.29474877542611,371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,21,0.11197564601898194,0.018437923015530273,0.006984710693359375,0.002186743205855724,DecisionTreeRegressor(max_depth=10),0.01,square,200,"{'model__base_estimator': DecisionTreeRegressor(max_depth=10), 'model__learning_rate': 0.01, 'model__loss': 'square', 'model__n_estimators': 200}",-27.406313153429526,-240.48214830336394,-35.88030262631118,-5.388722065547965,-20.610631319754123,0.8801906790689389,-141.1019017555307,-19.88712707532333,-0.7298011586378728,0.27905574991646853,-49.03277010289132,75.2253325010272,386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,21,0.20104742050170898,0.023934368973790175,0.010747861862182618,0.003447891693822543,DecisionTreeRegressor(max_depth=10),0.01,square,400,"{'model__base_estimator': DecisionTreeRegressor(max_depth=10), 'model__learning_rate': 0.01, 'model__loss': 'square', 'model__n_estimators': 400}",-26.929203266238797,-240.48214830336394,-35.88030262631118,0.6721569246156653,-20.610631319754123,0.8801906790689389,-141.1019017555307,-19.88712707532333,-0.7298011586378728,0.41772275926025415,-48.36510451422151,75.62035749011599,375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0,21,0.2806790113449097,0.01149425158865014,0.014086771011352538,0.0016388858991303798,DecisionTreeRegressor(max_depth=10),0.01,square,600,"{'model__base_estimator': DecisionTreeRegressor(max_depth=10), 'model__learning_rate': 0.01, 'model__loss': 'square', 'model__n_estimators': 600}",-26.929203266238797,-205.58460612743028,-35.88030262631118,0.6721569246156653,-20.610631319754123,0.8801906790689389,-141.1019017555307,-19.88712707532333,-0.7298011586378728,0.41772275926025415,-44.87535029662814,66.98627769742382,333,1.0,1.0,1.0,1.0,1.0,0.999927551557954,1.0,1.0,0.9999779971173213,1.0,0.9999905548675276,2.200181430437642e-05
0,21,0.4605349063873291,0.015844354604687447,0.02543790340423584,0.006242210856902944,DecisionTreeRegressor(max_depth=10),0.01,square,1000,"{'model__base_estimator': DecisionTreeRegressor(max_depth=10), 'model__learning_rate': 0.01, 'model__loss': 'square', 'model__n_estimators': 1000}",-27.406313153429526,-205.58460612743028,-35.88030262631118,-5.39218018295992,-20.65399535909678,0.8801906790689389,-141.1019017555307,-19.88712707532333,-0.7298011586378728,0.42400713724227956,-45.53320296224084,66.58318213704996,359,1.0,1.0,1.0,0.9997867773468618,0.9982892983932189,0.999927551557954,1.0,0.9999419063197098,0.9982306025680829,1.0,0.9996176136185827,0.0006818475903631377
