iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__average,param_model__fit_intercept,param_model__learning_rate,param_model__loss,param_model__max_iter,param_model__penalty,param_model__shuffle,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,20,0.04360694885253906,0.014796070780075284,0.005623960494995117,0.006885251825093183,1e-10,True,True,optimal,huber,15000,l1,True,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'optimal', 'model__loss': 'huber', 'model__max_iter': 15000, 'model__penalty': 'l1', 'model__shuffle': True}",-40.88633596061398,-1.8894835505239893,0.5445342526358588,,,,,,,,,,2026,0.8405619943896617,0.6296725390019215,-0.055695708659184495,0.688280477424787,0.41544299145048624,0.16162157727147097,0.25243425688152654,0.4171998664996337,0.3445369790642012,0.6363898737399614,0.4330444847064466,0.25783322912049417
0,20,0.04024538993835449,0.011068441196580747,0.00366365909576416,0.0031729151565251276,1e-10,True,True,optimal,huber,15000,l1,False,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'optimal', 'model__loss': 'huber', 'model__max_iter': 15000, 'model__penalty': 'l1', 'model__shuffle': False}",-42.03832949822292,-7.673795055555303,0.5379221688718125,,,,,,,,,,2006,0.8450593394918915,0.789718810057233,-0.059340232703950946,0.6903434590768147,0.42867983081820427,0.2420638138111797,0.2524295070751481,0.4750407508381054,0.3445271876966838,0.6431328153841745,0.4651655281545485,0.26798343506409433
0,20,0.031710338592529294,0.007650305780183697,0.002846813201904297,0.002502936462445773,1e-10,True,True,optimal,huber,15000,l2,True,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'optimal', 'model__loss': 'huber', 'model__max_iter': 15000, 'model__penalty': 'l2', 'model__shuffle': True}",-40.75487425878533,-7.707976195899358,0.5404638375544111,,,,,,,,,,2005,0.8400774356715278,0.7903302236957566,-0.05788540834542233,0.6912298562463413,0.3619403869196479,0.24146081613173842,0.250710970827426,0.47662093023747,0.25771519199712145,0.6375855415959999,0.4489785944977607,0.27348559859484944
0,20,0.030332422256469725,0.009574235554538573,0.002266979217529297,0.0008079164291796149,1e-10,True,True,optimal,huber,15000,l2,False,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'optimal', 'model__loss': 'huber', 'model__max_iter': 15000, 'model__penalty': 'l2', 'model__shuffle': False}",-40.86487062811549,-2.824223607657732,0.5468785616578695,,,,,,,,,,2004,0.840538468172857,0.6925881433396384,-0.05433859866400548,0.6962989001175814,0.42013701108005197,0.2414279560371423,0.2507252833164585,0.4768416587044372,0.343132691908832,0.6497106047693402,0.45570621187823335,0.25733134172709343
0,20,0.008021187782287598,0.005153860469835,0.003142714500427246,0.004109959460962438,1e-10,True,True,invscaling,squared_error,1000,l1,True,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__shuffle': True}",-161.7805896678741,-105.41641959487544,-0.9305315004215791,,,,,,,,,,2003,0.9977820106471428,0.9835264554809822,0.9015666233588487,0.9862642299261074,0.948067056240516,0.9305454671472811,0.8813242221341472,0.9322634654919785,0.8799021837615797,0.9538762642937701,0.9395117978482354,0.040385514442725486
0,20,0.005953097343444824,0.002389109594676643,0.0017544984817504882,0.00012007221937558954,1e-10,True,True,invscaling,squared_error,1000,l1,False,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__shuffle': False}",-159.684246940457,-105.07841651737574,-0.9526201655948177,,,,,,,,,,1984,0.9977737794020396,0.9836528780929003,0.9014303456583652,0.9861990269633341,0.9482048006679958,0.9310306948105511,0.8818261394460705,0.9321433464246954,0.8796685878378947,0.9540233785700722,0.939595297787392,0.0403657534656534
0,20,0.007667326927185058,0.0033887786781311973,0.0033704280853271485,0.0029433901777928474,1e-10,True,True,invscaling,squared_error,1000,l2,True,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__shuffle': True}",-159.7640954852931,-105.67042716817366,-0.9243805739879505,,,,,,,,,,1985,0.997757003168854,0.9834294379394524,0.9014004568286202,0.9861693291622357,0.9482268091969264,0.9307553021041484,0.8809075159134938,0.9321526415053445,0.8798525685357176,0.9536934531501798,0.9394344517504972,0.04043784421234793
0,20,0.006724762916564942,0.004113570085551245,0.0017555713653564452,0.00010243030439982385,1e-10,True,True,invscaling,squared_error,1000,l2,False,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__shuffle': False}",-159.68424693897623,-105.0784164749994,-0.9526201642513745,,,,,,,,,,1986,0.9977737794003739,0.9836528780752711,0.9014303456004031,0.9861990269524398,0.9482048006411395,0.9310306947383366,0.8818261393489434,0.9321433463905617,0.8796685877620325,0.9540233785354945,0.9395952977444996,0.04036575349322793
0,20,0.01687295436859131,0.007522973014476791,0.0019233226776123047,0.00016624994365350417,1e-10,True,True,invscaling,squared_error,5000,l1,True,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 5000, 'model__penalty': 'l1', 'model__shuffle': True}",-146.47565313114913,-130.3493284542802,-3.317112376838436,,,,,,,,,,1987,0.9991775303698943,0.9975750261528975,0.9774951663409811,0.994022448765199,0.9738745866363737,0.987913972119048,0.9745353990345135,0.96492768100256,0.9597059563679682,0.9765944498583211,0.9805822216647757,0.012871701292685207
0,20,0.018329453468322755,0.005353879867911349,0.002349519729614258,0.0008615821046125888,1e-10,True,True,invscaling,squared_error,5000,l1,False,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 5000, 'model__penalty': 'l1', 'model__shuffle': False}",-146.18617510165535,-130.00893299209795,-3.324180729012813,,,,,,,,,,1988,0.9991757059334193,0.9976093810461335,0.9774963673716894,0.9940213910675165,0.9738388452195613,0.9879674420911707,0.9745176269948086,0.9648808707526728,0.9596557476554186,0.9765879602580294,0.980575133839042,0.012895630487422741
0,20,0.012289619445800782,0.0035824076589091756,0.0022644996643066406,0.0013394911916790732,1e-10,True,True,invscaling,squared_error,5000,l2,True,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 5000, 'model__penalty': 'l2', 'model__shuffle': True}",-146.1170024527625,-130.05018987329453,-3.313230167976994,,,,,,,,,,1989,0.9991768458670651,0.9975793860451451,0.9775588178597693,0.994019438612527,0.9738629554152636,0.9878939571629634,0.9745387023749772,0.9648882479090972,0.9596333036392869,0.9765523381211246,0.9805703993007219,0.012887568035805779
0,20,0.013028669357299804,0.003973844897894135,0.0033324241638183595,0.0025972766167359634,1e-10,True,True,invscaling,squared_error,5000,l2,False,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 5000, 'model__penalty': 'l2', 'model__shuffle': False}",-146.1861751750507,-130.0089329247927,-3.324180721313244,,,,,,,,,,1990,0.9991757059318079,0.9976093810259513,0.9774963672432766,0.9940213910503259,0.9738388451591717,0.9879674419973287,0.9745176268182242,0.964880870684154,0.9596557474814361,0.976587960214083,0.9805751337605759,0.012895630529788864
0,20,0.05446271896362305,0.01715042501398944,0.002562689781188965,0.001296471996337771,1e-10,True,True,invscaling,squared_error,15000,l1,True,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 15000, 'model__penalty': 'l1', 'model__shuffle': True}",-132.59403390916103,-129.3603346821931,-5.365095963024898,,,,,,,,,,1991,0.9996583952321189,0.999657818438538,0.9959865535450679,0.9976511577589443,0.9883633836247618,0.9981602581679709,0.9956988565755541,0.9834773134403161,0.988384174629544,0.9845639033338216,0.9931601814746639,0.005979317650600409
0,20,0.05076727867126465,0.006184514553109922,0.005386209487915039,0.004976662626548573,1e-10,True,True,invscaling,squared_error,15000,l1,False,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 15000, 'model__penalty': 'l1', 'model__shuffle': False}",-132.58059464136804,-129.26354223234625,-5.372248867570426,,,,,,,,,,1992,0.9996566559132402,0.9996595901632558,0.9959902688615455,0.9976532741640973,0.9883727327912102,0.9981702811718443,0.9956959160060032,0.9834659418320093,0.9883972375072189,0.9845869235077657,0.9931648821918191,0.005977114120855179
0,20,0.03924558162689209,0.012966828527252488,0.0027823686599731446,0.0012703808613601917,1e-10,True,True,invscaling,squared_error,15000,l2,True,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 15000, 'model__penalty': 'l2', 'model__shuffle': True}",-132.67568469723372,-129.32573323905265,-5.3703294581928755,,,,,,,,,,1993,0.9996553576501523,0.9996557930200166,0.9960006571477296,0.9976545462424978,0.9883707331572479,0.9981691054259604,0.9956802733136619,0.9835390742959144,0.9883846102098659,0.9845640315464715,0.9931674182009518,0.005969019609303274
0,20,0.04096519947052002,0.010238485923219982,0.003128790855407715,0.0018099113470608779,1e-10,True,True,invscaling,squared_error,15000,l2,False,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'squared_error', 'model__max_iter': 15000, 'model__penalty': 'l2', 'model__shuffle': False}",-132.5805948805827,-129.26354224224474,-5.372248849389395,,,,,,,,,,1994,0.9996566559106411,0.9996595901513856,0.9959902687559843,0.9976532741363511,0.9883727326798321,0.9981702811097082,0.9956959158724288,0.9834659416932388,0.9883972373090125,0.9845869234362995,0.9931648821054884,0.005977114158863976
0,20,0.003003382682800293,0.00015308115810079654,0.001998019218444824,0.0009576277687521727,1e-10,True,True,invscaling,huber,1000,l1,True,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'huber', 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__shuffle': True}",-196.5383985101012,-163.88277172750983,-1.3662205234179061,,,,,,,,,,1995,-0.7812539303095216,-1.5049674610621007,-0.9408745225796968,-1.1774398631810472,-1.631311955142853,-0.999932209815398,-1.710508218155868,-2.3810896243090527,-1.5300208314258539,-1.9343866633800224,-1.4591785279361416,0.4684185401835796
0,20,0.003911662101745606,0.0023171431829041534,0.0040923357009887695,0.005215349927596287,1e-10,True,True,invscaling,huber,1000,l1,False,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'huber', 'model__max_iter': 1000, 'model__penalty': 'l1', 'model__shuffle': False}",-196.53839793043227,-163.88277257937136,-1.3662205092448363,,,,,,,,,,1996,-0.7812539284836488,-1.504967470692041,-0.94087452074001,-1.1774398646201534,-1.6313119583942228,-0.9999322070140575,-1.7105082195451442,-2.38108962979556,-1.5300208340350676,-1.9343866677079835,-1.4591785301027889,0.4684185426859895
0,20,0.0039414167404174805,0.002430110026675469,0.00538482666015625,0.006278024572147672,1e-10,True,True,invscaling,huber,1000,l2,True,"{'model__alpha': 1e-10, 'model__average': True, 'model__fit_intercept': True, 'model__learning_rate': 'invscaling', 'model__loss': 'huber', 'model__max_iter': 1000, 'model__penalty': 'l2', 'model__shuffle': True}",-196.5383983205507,-163.88277196670055,-1.3662205240159704,,,,,,,,,,1997,-0.7812539301292594,-1.5049674643092827,-0.940874524115489,-1.1774398625840417,-1.631311956531687,-0.9999322091811926,-1.7105082184557192,-2.381089628253988,-1.530020831532907,-1.9343866665894835,-1.4591785291683048,0.46841854134032074
