iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__fit_intercept,param_model__precompute,param_model__selection,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,194,0.0075169563293457035,0.007663137649786843,0.002779388427734375,0.0022460485373770253,1e-10,True,True,cyclic,"{'model__alpha': 1e-10, 'model__fit_intercept': True, 'model__precompute': True, 'model__selection': 'cyclic'}",-0.5943892147716954,0.5277249375928712,0.22531790338595248,0.5342255512017797,0.15947730944898997,0.5613495178111838,0.39031522960648524,0.07150588785309309,0.5820248154545515,0.34305176357256373,0.28006037011557755,0.3373517301832269,85,0.7524172255713499,0.7018492423189197,0.6969210133059517,0.6725174005877537,0.6777368261577811,0.7098511274776412,0.6167011230495849,0.6962135612878976,0.7250025790657704,0.705431727226603,0.6954641826049254,0.033926963511178236
0,194,0.004411816596984863,0.0003256456769526014,0.0018227577209472656,9.736571082337995e-05,1e-10,True,True,random,"{'model__alpha': 1e-10, 'model__fit_intercept': True, 'model__precompute': True, 'model__selection': 'random'}",-0.583569447910814,0.5317506832436353,0.2246587034978882,0.5346247678222624,0.1593087613913321,0.5615897696533043,0.395717794349032,0.07691763354969183,0.5817115553890994,0.3457623066660672,0.2828472527651499,0.33478242687726656,65,0.7524036288554047,0.701833311927055,0.6969179857926862,0.672516279050428,0.6777243802387326,0.7098357835493723,0.6165842476077035,0.696203030649008,0.7249992051414491,0.705410905646734,0.6954428758458573,0.03395065541032792
0,194,0.009816122055053712,0.0012528835300111797,0.003079652786254883,0.0016618241326835934,1e-10,True,False,cyclic,"{'model__alpha': 1e-10, 'model__fit_intercept': True, 'model__precompute': False, 'model__selection': 'cyclic'}",-0.5943892147715364,0.5277249375928832,0.22531790338616542,0.5342255512017386,0.15947730944887695,0.5613495178111303,0.39031522960647913,0.07150588785341105,0.5820248154545372,0.3430517635725866,0.2800603701156272,0.3373517301831589,83,0.7524172255713499,0.7018492423189197,0.6969210133059518,0.6725174005877537,0.6777368261577812,0.7098511274776411,0.6167011230495849,0.6962135612878975,0.7250025790657704,0.705431727226603,0.6954641826049254,0.03392696351117822
0,194,0.009495043754577636,0.0010639085614513018,0.0029062747955322264,0.0007440002775592627,1e-10,True,False,random,"{'model__alpha': 1e-10, 'model__fit_intercept': True, 'model__precompute': False, 'model__selection': 'random'}",-0.5807887887503009,0.5323027901295475,0.22420951408141632,0.5344401168321968,0.15927221643937794,0.5614208831101338,0.39528046589701815,0.08304908274345091,0.5816716311643456,0.3465545175073531,0.28374124291545394,0.33370853402063677,58,0.752395932802824,0.7018298363234772,0.6969124037344061,0.6725170142698207,0.67772210807199,0.7098238457414643,0.6166163726146677,0.6961791523024405,0.7250001099271743,0.7054026862480853,0.6954399462036351,0.033941160920590206
0,194,0.004721617698669434,0.0005049819698474432,0.0022037744522094725,0.00030965149432391533,1e-10,False,True,cyclic,"{'model__alpha': 1e-10, 'model__fit_intercept': False, 'model__precompute': True, 'model__selection': 'cyclic'}",-0.5398478232314536,0.6081112881200164,0.30076470520472476,0.4607461459614245,0.2402361995109088,0.5673820602710009,0.4053158657082465,0.06188374091947768,0.6110463038072043,0.3625962710730205,0.30782347573445706,0.32696001761986554,54,0.7480706008984999,0.6869776068603954,0.6900392344403987,0.6587121336864588,0.6678385265700788,0.7006921676127583,0.6126603018117383,0.680384232569366,0.7235021832183303,0.6963027384576504,0.6865179726125674,0.0347569885979298
0,194,0.004692649841308594,0.000355225508180158,0.002152895927429199,0.0001886741796495899,1e-10,False,True,random,"{'model__alpha': 1e-10, 'model__fit_intercept': False, 'model__precompute': True, 'model__selection': 'random'}",-0.5251435819981027,0.6080336499066812,0.30187306569828587,0.4620578473779279,0.24299916552001188,0.567383863805157,0.4081254299400998,0.06194475811896072,0.6112624652436637,0.3651191907355531,0.31036558543482384,0.3232905697446928,34,0.7480509926467168,0.6869775862385619,0.6900299927030908,0.6587097452846067,0.6678123148075624,0.7006916029186445,0.6126411317835223,0.6803842238542513,0.7234979016405616,0.6962637055776861,0.6865059197455203,0.0347575207909833
0,194,0.011409831047058106,0.0010926842509388624,0.002880358695983887,0.0006279966866471653,1e-10,False,False,cyclic,"{'model__alpha': 1e-10, 'model__fit_intercept': False, 'model__precompute': False, 'model__selection': 'cyclic'}",-0.5398478232320525,0.6081112881199916,0.30076470520458853,0.46074614596135977,0.2402361995109067,0.5673820602710369,0.40531586570829625,0.06188374091929805,0.6110463038070344,0.3625962710731212,0.3078234757343581,0.32696001762001964,57,0.7480706008985001,0.6869776068603954,0.6900392344403987,0.6587121336864589,0.6678385265700788,0.7006921676127583,0.6126603018117381,0.680384232569366,0.7235021832183304,0.6963027384576504,0.6865179726125674,0.03475698859792986
0,194,0.010455846786499023,0.0014998608294870138,0.0023892879486083984,0.00023368582648654416,1e-10,False,False,random,"{'model__alpha': 1e-10, 'model__fit_intercept': False, 'model__precompute': False, 'model__selection': 'random'}",-0.5248712384368197,0.6083037246564327,0.3014605889536591,0.46147340205542353,0.24307442780984911,0.5672752636101258,0.40797324570517823,0.061756469673819314,0.611319018180568,0.3650660396269334,0.31028309418351696,0.3232228377915108,37,0.7480508628801974,0.6869775107369696,0.6900341436931523,0.6587114706170016,0.6678137646563347,0.7006911801199429,0.6126416633462108,0.6803825886796455,0.7234973205792917,0.6962623486099699,0.6865062853918718,0.03475712252060679
0,194,0.005648350715637207,0.0010004097640766044,0.003206157684326172,0.0010963098795944838,1e-08,True,True,cyclic,"{'model__alpha': 1e-08, 'model__fit_intercept': True, 'model__precompute': True, 'model__selection': 'cyclic'}",-0.5943892147717069,0.5277249375929645,0.2253179033859395,0.5342255512017873,0.15947730944899707,0.561349517811164,0.39031522960648135,0.07150588785332923,0.5820248154545338,0.3430517635724749,0.2800603701155965,0.3373517301832177,84,0.7524172255713498,0.7018492423189197,0.6969210133059518,0.6725174005877537,0.6777368261577812,0.7098511274776411,0.6167011230495847,0.6962135612878975,0.7250025790657704,0.7054317272266029,0.6954641826049253,0.03392696351117825
0,194,0.004269194602966308,0.0003781667564874924,0.0022106170654296875,0.0006132697494790839,1e-08,True,True,random,"{'model__alpha': 1e-08, 'model__fit_intercept': True, 'model__precompute': True, 'model__selection': 'random'}",-0.5862724795821503,0.532137716524311,0.22438749804876645,0.5344358149381953,0.15939765855088006,0.5613928581078741,0.3955739495807311,0.08057832374490259,0.5815649433081759,0.3457905515058025,0.2828986834727488,0.3352418183121551,63,0.7524090601130549,0.7018306116072911,0.696910612574493,0.6725170864403403,0.6777283441828037,0.709823214620416,0.6165839776458126,0.696190952300449,0.7249983684773691,0.7054090676444567,0.6954401295606486,0.03395059889950283
