iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_fit_intercept,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,2222,0.00221560001373291,0.0003017250269120057,0.0008794784545898438,9.976948993120737e-05,0.01,True,"{'alpha': 0.01, 'fit_intercept': True}",0.2606451187382449,0.3295678373270855,0.2548725747384387,0.3320489631191116,0.24065607155634394,0.23758812186019196,0.3221663161480064,0.3090644797258042,0.2951447414188558,0.15606504953558453,0.2737819274167667,0.052291595092040705,9,0.3420926220619205,0.35645125882268447,0.34815003614958495,0.3486523904329143,0.32720707835747587,0.31871641383474036,0.320423202050224,0.382028282153279,0.32883163449379993,0.3289610694392433,0.34015139877958667,0.018517420167011873
0,2222,0.0021034717559814454,0.0002757926161855322,0.0008587121963500976,0.00015560318927978762,0.01,False,"{'alpha': 0.01, 'fit_intercept': False}",0.26065382086324185,0.32944004556603645,0.2548671467886434,0.33204223245821485,0.24080733387738118,0.23751304155468145,0.32208541602686236,0.3090596294940743,0.29515668176280174,0.15613997120042677,0.27377653195923646,0.05224864997156187,10,0.34209248448038254,0.35645112710700777,0.34814987550169685,0.34865226936183935,0.32720687251548397,0.3187162681649707,0.320423052410859,0.3820281587445393,0.3288315125685758,0.3289608318344994,0.3401512452689855,0.01851743573013666
0,2222,0.0021580934524536135,0.00034119451442482133,0.0007655858993530273,0.00011105584760346308,1,True,"{'alpha': 1, 'fit_intercept': True}",0.2611408600144238,0.3307261081735591,0.25603879818485376,0.33232371460452603,0.24105987041812638,0.23837503231268586,0.32243177831289493,0.3095962261176769,0.295751189598219,0.1570519645283147,0.27444955422652806,0.052175017459664456,8,0.3420845542233101,0.35644176469910216,0.34814002193961613,0.3486431115457652,0.3271990292959185,0.3187084276905633,0.32041485359865685,0.3820194914167806,0.3288227276791841,0.32895168506658,0.34014256671554766,0.018517141449694904
0,2222,0.0019692897796630858,0.00032178743273506417,0.0007979631423950196,0.00015156490350715885,1,False,"{'alpha': 1, 'fit_intercept': False}",0.2606933116574083,0.31922887580952986,0.2544332146314392,0.33101145142792743,0.2519966712786146,0.23143559242218825,0.3149129504761543,0.3082045436532739,0.29585459390790847,0.1613619441734555,0.27291331494379,0.04914135273558598,21,0.341183677837284,0.35558475336323825,0.34710361742861284,0.34783681166726943,0.325837035008116,0.3177543078247176,0.31942426623039144,0.38122038751649445,0.3280202327503319,0.3274040752712579,0.33913691648977135,0.01862478779705796
1,6666,0.003942084312438965,0.00031179227488944603,0.0009495019912719727,0.00010216553259147828,0.001,False,"{'alpha': 0.001, 'fit_intercept': False}",0.21532724386284807,0.3379191871582684,0.2616286479594837,0.2883806399712502,0.26260048560410953,0.3062939691043701,0.31915487232649475,0.23516862746274192,0.3258001106533571,0.3614651101553047,0.2913738894258229,0.044634708394134796,6,0.32015218738381557,0.31227071543438245,0.3249482320189998,0.3401013155893662,0.3142937912407855,0.31615287950889925,0.30826344001306927,0.33252971228220274,0.3415157762297293,0.3265831882927738,0.32368112379940234,0.010959812246166708
1,6666,0.004305815696716309,0.00029340872662478036,0.0011487722396850586,0.0003076658519444745,0.001,True,"{'alpha': 0.001, 'fit_intercept': True}",0.21532739402074008,0.337918536822695,0.2616283433159662,0.28838114164327977,0.26259957269925327,0.30629507972897974,0.3191550522250729,0.23516868167126004,0.32580026452011857,0.3614639886943295,0.2913738055341695,0.04463456804232097,7,0.3201521875720176,0.31227071559185826,0.3249482321452616,0.3401013157621924,0.31429379140107405,0.3161528796626496,0.308263440199374,0.332529712434966,0.34151577636880814,0.32658318846184653,0.3236811239600048,0.01095981224000869
1,6666,0.004368901252746582,0.00030737618659073526,0.000880122184753418,9.035222723945878e-05,0.01,False,"{'alpha': 0.01, 'fit_intercept': False}",0.21532725047284262,0.3379253862904722,0.26163232107025014,0.28837707814394375,0.2626090464439659,0.30628419985097544,0.3191540249182009,0.2351691207835529,0.325798674483739,0.36147521882465994,0.2913752321282603,0.04463561650642181,4,0.32015216869421415,0.3122706997888659,0.32494821946344665,0.3401012984262558,0.314293775320447,0.31615286424030675,0.3082634215209027,0.33252969710084646,0.3415157624002555,0.32658317150317373,0.3236811078458715,0.010959812853339539
1,6666,0.0045449256896972655,0.00022578850710689916,0.0009183168411254882,8.658121049910108e-05,0.01,True,"{'alpha': 0.01, 'fit_intercept': True}",0.21532877287028473,0.3379189020685168,0.2616292890953056,0.2883821060627023,0.262599937698047,0.3062953113187299,0.31915584211768067,0.23516967677606282,0.325800226679437,0.36146402634915387,0.291374409103592,0.04463421277740738,5,0.320152187487006,0.3122707155142719,0.3249482320720206,0.3401013156848416,0.31429379132703805,0.3161528795937407,0.3082634401253087,0.33252971235554674,0.34151577628865437,0.3265831883873844,0.3236811238835814,0.010959812238454793
1,6666,0.004465031623840332,0.000252797009297055,0.0008645057678222656,8.792442757885826e-05,1,True,"{'alpha': 1, 'fit_intercept': True}",0.21547894129525358,0.33795808558543816,0.2617321971946561,0.2884870162435573,0.26263905115315955,0.3063198765956914,0.31924159491121484,0.2352778340065942,0.32579510255691313,0.36146747303742255,0.29143971725799006,0.04459532642355038,3,0.32015133598247214,0.3122699381801868,0.32494749823168456,0.34010054074395,0.3142930497242076,0.31615218942236456,0.308262698109257,0.33252891678291563,0.3415149733666466,0.32658244227757893,0.3236803582821263,0.010959796662556497
2,19998,0.00903010368347168,0.0005044943218191476,0.0012380361557006836,0.00016659164638625854,0.01,False,"{'alpha': 0.01, 'fit_intercept': False}",0.3245161790411025,0.3312652538524644,0.2891119870466947,0.30243885124822256,0.3088399060599005,0.33509510837442047,0.32117744203378296,0.286561622632009,0.3361914215613744,0.3291600905461721,0.3164357862396144,0.01760886068207364,2,0.32015060056773414,0.31921034646729185,0.32365102627840736,0.3223271704270356,0.3216093067709531,0.3185148576652259,0.32043615907673695,0.3242812978202618,0.31874737127477004,0.3196032236790469,0.32085313600274634,0.0019275712671313276
2,19998,0.009679412841796875,0.0011549041410903308,0.0010780811309814454,0.00012495789536764537,1,True,"{'alpha': 1, 'fit_intercept': True}",0.32452706275266685,0.33127035857331366,0.2891075109914859,0.302464013212018,0.3088330772406014,0.3350911900771141,0.32117408269674164,0.28657337272725714,0.3361971569909261,0.32916203225451457,0.31643998575166393,0.01760706610231424,1,0.3201505239205611,0.3192102698852697,0.3236509515437864,0.3223270920661324,0.3216092310087739,0.3185147821309119,0.32043608389135814,0.3242812202683074,0.31874729552153946,0.3196031475435379,0.3208530597780178,0.0019275709844845939
