iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,27,0.20259318351745606,0.024745442536988863,0.014583611488342285,0.00438315077681609,True,10,auto,1,5,400,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 400}",-1.017111938687318,-0.6503583955532262,-0.24066094982278985,-0.3246799251796959,0.47281330666555044,-40.84319440926011,-8.861648715662385,-0.7650166281476909,-0.3316850173727044,-1.7632147087500112,-5.432475738177038,12.071561549620956,932,0.8685719028286369,0.7569600710206392,0.8177591880513013,0.823639169486706,0.8484970596224557,0.8361647084524501,0.8259432026714912,0.8178403871642226,0.7737957391198328,0.8121330049259277,0.8181304433343664,0.031026865598463307
0,27,0.29547336101531985,0.03908981969426229,0.019347834587097167,0.011208486078691843,True,10,auto,1,5,600,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 600}",-0.851948440194755,-0.6290787413684953,-0.2037942949300744,-0.3929809559238515,0.616917277757813,-44.528636824058786,-9.105791322635037,-0.7203286863098404,-0.34649152442866504,-1.6478573859398167,-5.780999089803151,13.177890200240789,973,0.8662744787156667,0.7553340804793003,0.8286827506877947,0.8304606384442965,0.8496378658430055,0.8374955445159356,0.8283221306207357,0.8174096049231776,0.7770644806763986,0.7898558176883602,0.8180537392594671,0.03237675100518274
0,27,0.005707406997680664,0.0016879526065965507,0.0009798288345336914,3.8907990980872854e-05,True,10,auto,1,10,10,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 10}",-0.6613651786851729,-0.7644517134422704,0.14475363910479355,0.7605665094525026,-0.03787775664879711,-19.286495732812728,-11.746837266012726,-0.6750445737772044,-0.46680844952067235,-1.3174341203503586,-3.405099464269263,6.309056568413852,774,0.6702353928183065,0.6085217414211637,0.6500593631144435,0.6783344818600092,0.7898223693514083,0.7539460166018954,0.6674840731762921,0.5257246670415339,0.6930225816337854,0.6108743550960857,0.6648025042114925,0.07087206874995514
0,27,0.02342092990875244,0.003661054700935522,0.002306556701660156,0.0011354618144903334,True,10,auto,1,10,50,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 50}",-0.8181791266644443,-0.6645379294886233,-0.2033898627165791,-0.15398372108376068,0.7252427216933638,-51.873169506981625,-14.778302022930658,-0.6738506623504528,-0.3025304849598094,-1.4498066226232957,-7.019250721810588,15.559160453726689,1049,0.8203168073200994,0.629769482789587,0.7806936241162981,0.7404968281201949,0.8131301752051383,0.8184151953276844,0.7398271580304365,0.7412512699451572,0.7180827094136102,0.7133864512164855,0.7515369701484691,0.056226299080179544
0,27,0.06718780994415283,0.016757087154976702,0.003365898132324219,0.0006952007785912054,True,10,auto,1,10,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-1.0284215400589254,-0.6449624462604471,0.14454014792547953,-0.12170506976004236,0.12733516718321702,-45.218039219509905,-10.270260106186097,-0.6833502820002024,-0.3031549331421637,-0.9642348355473094,-5.896225311735639,13.436922077701151,979,0.8234519187874574,0.6851303532375546,0.7605370141425313,0.7998671420445622,0.8308650613920369,0.8089998582121736,0.7282478939567862,0.7526461923311898,0.7517881321942164,0.6530614659739448,0.7594595032272453,0.055863018737212444
0,27,0.10398130416870117,0.025594313779485057,0.005968809127807617,0.0011896953648906218,True,10,auto,1,10,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-0.7722643689322672,-0.7093260680570259,-0.24672301695622556,-0.042346515350253355,0.4189994307535737,-43.61891467643738,-8.825486892800674,-0.7334135270898436,-0.41477704071718247,-1.4353668420721015,-5.637961951765938,12.910231453541178,958,0.8350990798195735,0.6794748280469118,0.76346078236181,0.7776357376247665,0.8287362185241203,0.8061031952132851,0.729079935101859,0.7445948109524758,0.7285455275597967,0.6952569050442311,0.7587987020248831,0.05065306998139859
0,27,0.1685767650604248,0.01137915292558226,0.011523795127868653,0.0036750507949580955,True,10,auto,1,10,400,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 400}",-0.7476671712791414,-0.682163648025945,-0.27547765650039024,-0.34366129807123325,0.2629373288659467,-42.67930662290869,-7.808072983375821,-0.7014211670831854,-0.2996154285523145,-1.1321834264032935,-5.440663207333407,12.608061457047942,934,0.8117617682553695,0.6862736544386255,0.7794782690866864,0.7807960395394777,0.8141415293190766,0.8189952311078958,0.7369837041115351,0.7583286503551108,0.7449863654930454,0.6692876767398558,0.7601032888446679,0.049320428640624116
0,27,0.27511627674102784,0.02732347257422908,0.01714942455291748,0.004427570174308114,True,10,auto,1,10,600,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 600}",-0.7693460872781763,-0.6890924434100383,-0.20310302808198122,-0.3122853811708304,0.4017568882888336,-40.06641823329548,-7.702302237010725,-0.7160385368402318,-0.37614800855741093,-1.331980843271928,-5.176495791062797,11.834177360164505,899,0.8089954702996585,0.6927314846809847,0.7694029137867624,0.7861938734175368,0.8212481277738596,0.8121633988973184,0.7232776435896205,0.7328874242824525,0.7304687135359329,0.6721438682536552,0.7549512918517781,0.04959034366093229
0,27,0.00771324634552002,0.003542191114010551,0.0017009258270263671,0.0011621305737041406,True,10,auto,2,2,10,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 10}",-2.466869298478943,-0.5730571089743106,0.3982741458173795,0.4788185569617349,0.21895004382814665,-74.81823252815883,-11.352076964611829,-0.721900034807142,-0.24536132807982902,-0.11414850214291405,-8.919560301864653,22.222727216067707,1067,0.6480462247156676,0.7291963045554877,0.7593280694160454,0.7450779794351821,0.8501204212052622,0.8299714682194473,0.7700007905051394,0.5753207252096697,0.7141233164150769,0.6600565242788408,0.7281241823955819,0.07928585726924088
0,27,0.02789428234100342,0.006796710008986421,0.002542924880981445,0.0015093442451956064,True,10,auto,2,2,50,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",-1.731360166749048,-0.5201967530954368,0.15117455053026418,0.07872453835313364,0.18254398760570556,-50.19599753592433,-5.689438059680496,-0.6011156795544221,-0.5118975287864147,-2.062751527430007,-6.090031417473105,14.796391305657876,1002,0.6479677036429476,0.7271917683104183,0.7492487694164608,0.8485246216034491,0.8884828851054278,0.7766260219265024,0.7524901851147179,0.5150003333410373,0.7754854249384963,0.7886171880947752,0.7469634901494233,0.0988961876841523
0,27,0.04628756046295166,0.0036884880888898067,0.003060579299926758,4.749642784755051e-05,True,10,auto,2,2,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",-1.3327862889473736,-0.5810038274383083,0.026871013032901514,-1.5477983843444205,0.2604664367916927,-36.0331404945791,-8.409728444931206,-0.7335997335358717,-0.39010174752535254,-2.2865760547550047,-5.1027397526232035,10.579357844313211,892,0.7083117900475803,0.7538280823815136,0.7813616991808212,0.8121759458543854,0.858419789016742,0.7836337035785373,0.7650954820034529,0.5835443742265355,0.780838784286829,0.7566652746993614,0.7583874925275758,0.06907629642044698
0,27,0.0982346773147583,0.018847293409580926,0.01046459674835205,0.006847914255672158,True,10,auto,2,2,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",-1.3574992644692543,-0.6313275016119011,-0.013645522075897754,-0.7851638319091301,0.4787628845513485,-47.43098430569967,-7.152188247847922,-0.6862954624947164,-0.4048562076488784,-2.0162599280456357,-5.999945738725165,13.959391302567727,993,0.6987281386914198,0.7274389580260032,0.7728122401198759,0.8398546782247004,0.8529316730590114,0.8110477156409989,0.7855536929434238,0.5839499270504449,0.7589380158114392,0.768100384313424,0.7599355423880741,0.07369591074192404
0,27,0.17839670181274414,0.012254662882846335,0.011794114112854004,0.003853209860683971,True,10,auto,2,2,400,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 400}",-1.34167266856509,-0.6502584321480323,-0.049744173027362226,-0.491452553399055,0.4698387574151659,-50.30686735141166,-8.48725940486884,-0.7273408284101561,-0.412934961337615,-2.214320596509667,-6.421201221226231,14.82830620631197,1023,0.6990315317762956,0.7248113877947844,0.7725864072955271,0.8182164178845627,0.867281940522646,0.8008009077059219,0.7707463032055418,0.5763549156975054,0.7616422320575323,0.7754478651605343,0.7566919909100851,0.07459892397490701
0,27,0.26942389011383056,0.011801152397764964,0.017255949974060058,0.006358288826634522,True,10,auto,2,2,600,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 600}",-1.5279972766223957,-0.6155713912791736,-0.030332278701618254,-0.47713340113903113,0.5809936868110396,-51.72552271508678,-7.61480359626508,-0.7253664067675716,-0.42454274842701634,-2.2712135403447156,-6.483148966782234,15.239249871393817,1028,0.7055675214833509,0.7283538470850591,0.7584855727203692,0.8272283804617888,0.8470958065223969,0.8008481195847317,0.7763704476104909,0.5791747317812134,0.752962758943498,0.7855855582232762,0.7561672744416177,0.07159859328874142
0,27,0.005499982833862304,0.0007660739123701696,0.0013359785079956055,0.0007633063302231126,True,10,auto,2,5,10,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 10}",-2.123884729044185,-0.4532477223438849,-0.008984672083280687,-0.4825511452054163,0.7567675392700134,-21.06174666267225,-15.137243184897137,-0.7180079290258399,-0.5788064958587789,-2.6508839289189727,-4.2458588930779735,7.112382284108763,855,0.6023198278484312,0.5944437337930906,0.7530356913470058,0.7086024874703645,0.7565022815477831,0.7023752772165992,0.6820275255440909,0.5191951179937814,0.6517351970746137,0.7527439371190735,0.6722981076954835,0.07564347916607556
0,27,0.021903514862060547,0.003820987240869334,0.0019249439239501954,8.199296395157005e-05,True,10,auto,2,5,50,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",-2.2294895794622063,-0.5495223056035379,-0.28437201892569597,-1.0801194645912768,0.3400686942218938,-77.81257706674384,-9.692040430932085,-0.7687398542977391,-0.5415569498857635,-2.3361677568579733,-9.495451673307823,22.934852230028163,1069,0.6543916303427502,0.708197960143811,0.7346111450522947,0.8095296462743149,0.7758869330956831,0.7829609002714903,0.7546095820604258,0.5595103658073179,0.6751519952606548,0.7401194951933352,0.7194969653502079,0.07009177321232128
0,27,0.04748852252960205,0.007715522130646508,0.004555845260620117,0.002659913139958667,True,10,auto,2,5,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",-1.6728114806067982,-0.6247024895421671,-0.06839408103251077,-0.7030690914694702,0.6829832229923942,-66.56214405532265,-7.505393166471004,-0.8213133680584368,-0.47215608513139196,-2.028886379755129,-7.9775886974397165,19.64586114671375,1061,0.6421638206797774,0.6674732006770852,0.7514658843034135,0.8032242698853764,0.8163079263148095,0.7900529842891333,0.7798407421914789,0.5529922789738742,0.7065802759327794,0.7140068745200455,0.7224108257767773,0.07908661881523836
0,27,0.08965187072753907,0.009200362635825673,0.005702304840087891,0.0009049024497075837,True,10,auto,2,5,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",-1.3717490520675297,-0.6113001167569758,0.23455732820546316,-0.6367086420922892,0.5017940092701219,-51.280617161053094,-8.16535692646076,-0.7116779064764085,-0.3641595889107938,-2.1499136073631306,-6.455513166370539,15.125696907807297,1027,0.6629658531249121,0.6855948466293085,0.7550276236479343,0.7897686883111756,0.8248776390703859,0.7821620013117725,0.7325084397847479,0.5404750802885673,0.7247253094589619,0.7404323381051674,0.7238537819732933,0.07620472220116757
0,27,0.18650259971618652,0.031862266185931507,0.011750483512878418,0.0038655140885509548,True,10,auto,2,5,400,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 400}",-1.5267535471411855,-0.5750079931059404,0.12958162894349012,-0.8760087281742086,0.6160625356259306,-53.5697523909326,-7.6769587291991,-0.7125209063626201,-0.465378143725351,-1.7416404348839851,-6.639837670895557,15.796716507503527,1033,0.6653059891160633,0.6887249097921753,0.7452741427870191,0.800206118715362,0.8221868810013411,0.7855131544339847,0.7732637604381635,0.5617795450367563,0.718241338432155,0.7356455197276175,0.7296141359480637,0.0727803555517032
0,27,0.27296597957611085,0.01672838358982891,0.021646928787231446,0.009070033046317988,True,10,auto,2,5,600,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 600}",-1.4129312927383566,-0.6109845870014661,0.0011423911452930202,-0.8813626582608673,0.5357750481558357,-48.229171479328194,-7.7441304042154275,-0.6551235205393224,-0.48152321409277454,-1.9166904334095674,-6.139500015028485,14.201613358880044,1008,0.6573566159993129,0.6905988618117982,0.7546539877082528,0.7920562906528075,0.8314558102445226,0.7733199139678237,0.767785010901005,0.5593016574576877,0.72159147466231,0.7287351881056002,0.7276854811511121,0.07351365444296697
0,27,0.005642199516296386,0.0019666212450452102,0.0009509563446044922,5.140895048774252e-05,True,10,auto,2,10,10,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 10}",-0.9835197214818132,-0.4696724199815461,0.34756010669879367,0.10776729159651455,0.1693961082171762,-36.52681143648681,-3.997803853499444,-0.883021915203634,-0.4732100222218505,-1.6871274469944004,-4.439644330935701,10.762365149208176,865,0.5574923799270803,0.5849518214479363,0.609656298022202,0.7261530851042666,0.7597709863249977,0.7323931641530876,0.5445941089937743,0.32381084721444475,0.6706811064666253,0.6192066054479268,0.6128710403102341,0.12006425154584688
0,27,0.024897432327270506,0.006850023323067696,0.0024416446685791016,0.0016329545418523482,True,10,auto,2,10,50,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",-1.3868341809988518,-0.5914810309826812,-0.1353198969588536,-0.5494737349691781,0.660435881756688,-47.71000029414646,-4.394660320337749,-0.6763526692051041,-0.4723589676997417,-1.7001939916169668,-5.69562392051589,14.063273629440483,967,0.6125186331367052,0.6030836762352882,0.6652226818964493,0.7303746323105187,0.7963702140518524,0.7458425512739362,0.6593468995138705,0.4304373033561979,0.6757052570061135,0.6174457768001751,0.6536347625581107,0.09528452394925761
0,27,0.04534168243408203,0.007822482118453192,0.003772282600402832,0.0019227992779095413,True,10,auto,2,10,100,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-1.0264051942849446,-0.6260758794567498,-0.12966551334467713,-0.773814115843136,0.6169514443901881,-57.20019076640758,-4.963892178303207,-0.6596429764837948,-0.4277896308573277,-1.5853184316126505,-6.677584324220388,16.900218346815702,1036,0.581213686301391,0.584301026590029,0.6653448211455351,0.7513813505593554,0.802726791158342,0.746605408777819,0.6350898560342678,0.48581261659530817,0.6698628352196685,0.6116251332234103,0.6533963525605126,0.09008398934191252
0,27,0.08661994934082032,0.004452173081878125,0.005285024642944336,3.282600471109789e-05,True,10,auto,2,10,200,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-1.2141468768000472,-0.6378080785282683,0.030627692908738124,-0.43291491202496735,0.4868704844285566,-59.117712057938945,-4.6460348949445,-0.6799500469419308,-0.4974359820138432,-1.753061455177868,-6.846156612703308,17.475354825212253,1042,0.59572055205274,0.5908100813758357,0.6883423541917154,0.746472897009666,0.7849309472101471,0.7616268321208906,0.6369345031358018,0.45936565223376946,0.6560851978388114,0.6326693102597811,0.6552958327429159,0.09190367611512194
0,27,0.1740628480911255,0.008099765623038095,0.0109483003616333,0.00189133483288217,True,10,auto,2,10,400,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 400}",-1.041998875624642,-0.6730177465231846,-0.007289125375242289,-0.46611054396515517,0.4654994333241639,-51.555056890022705,-4.9487945688556,-0.6591268262094552,-0.4835253064108369,-1.7863812668500443,-6.1155801716512705,15.21263740980406,1006,0.6002028416324373,0.5797237621858058,0.6852948653913714,0.7503499150254733,0.797665320515056,0.7516309690551743,0.6504898974045896,0.47174782554249395,0.6607213460595432,0.625453668627294,0.657328041143924,0.09100702488200403
0,27,0.2642762899398804,0.008500510415106622,0.017805314064025878,0.0038103066172560846,True,10,auto,2,10,600,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 600}",-1.3058828877667903,-0.6386304355494357,-0.03730677030429552,-0.39615608936738544,0.4698763648672808,-44.56329402077307,-5.326023722035159,-0.6998211948133357,-0.45518397991484294,-1.6193033157692884,-5.457172605142632,13.123481831531551,936,0.5951202861728984,0.5888142797722635,0.6762355089858101,0.7546591072029252,0.8088527527247762,0.7491896006912875,0.6596009014975537,0.4770516401036776,0.6742716476795737,0.6189489095880247,0.6602744634418791,0.09163570785582865
0,27,0.004958581924438476,0.0004448540557257303,0.000951695442199707,3.9233303953175246e-05,True,10,auto,4,2,10,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10}",-1.2847788113812584,-0.4412084139891197,-0.04020408840751322,-7.801981617036324,-0.33639608610904825,-77.79088023452213,-5.402584651404969,-0.8129080710798418,-0.7346070722363627,-1.3326742651350538,-9.597822331130162,22.858771923846458,1071,0.4301234674748289,0.46994716869221664,0.49233127338634375,0.5864797286977097,0.47003158906769194,0.6189452382482329,0.4570213818927775,0.37315891627709974,0.3290901423515178,0.5072206562560166,0.4734349562344436,0.08277116322520506
0,27,0.024365997314453124,0.004431242227525273,0.0019339561462402345,8.080112226384911e-05,True,10,auto,4,2,50,"{'bootstrap': True, 'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-1.2585711669582467,-0.38417337445761146,-0.029252777468818048,-1.057651882903607,-0.5829912204020731,-55.557213076669235,-7.617329921240183,-0.6235830841945833,-0.6355603219980153,-1.4414798285753854,-6.918780665486774,16.346235011291434,1044,0.5217044458157918,0.5331963951729095,0.5559094145186476,0.5829720207116348,0.6308981840387227,0.5415706401319408,0.5493903941823994,0.3563032070839701,0.51621542729309,0.585352734138703,0.5373512863087809,0.06865185935496625
