iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_average,param_fit_intercept,param_learning_rate,param_loss,param_max_iter,param_penalty,param_shuffle,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,27,0.05124461650848389,0.013737064611203423,0.0007684469223022461,4.965789697662261e-05,1e-10,True,True,optimal,huber,15000,l2,True,"{'alpha': 1e-10, 'average': True, 'fit_intercept': True, 'learning_rate': 'optimal', 'loss': 'huber', 'max_iter': 15000, 'penalty': 'l2', 'shuffle': True}",-810.0178029509761,-3088.5348649770017,-28.30780470911504,-0.13600711885054717,-2.2507675056028624,-2.3954893676596987,-100.40007699433322,-1.4373382754526944,-0.49514495771827716,-0.709268040105923,-403.4684564896816,926.1859232203274,1078,0.2626034691638307,0.2214628203746839,0.23534791494906493,0.6976723739352111,0.09908352383894836,0.2607970071751561,0.02368524722613463,0.5390539528888263,0.3407443410369222,-0.2526207234422402,0.24278299271465378,0.24891818822735282
0,27,0.055268716812133786,0.011729503889828814,0.0008153438568115235,7.134325314431592e-05,1e-10,True,True,optimal,huber,15000,l2,False,"{'alpha': 1e-10, 'average': True, 'fit_intercept': True, 'learning_rate': 'optimal', 'loss': 'huber', 'max_iter': 15000, 'penalty': 'l2', 'shuffle': False}",-810.0187888005884,-4374.55183616584,-28.365958102471122,-0.135783732997532,-2.136361747357875,-2.29252459143537,-100.3963586263338,-1.437325918371597,-0.4916602367522209,-0.15994077816841124,-531.9986538700316,1302.8240386209302,2007,0.2625609247132482,0.29839629747957663,0.23534937040476445,0.6976818250257439,0.2010898079603739,0.28534377662814314,0.02368073804765869,0.5389778409432652,0.3416892466772168,-0.22299065707822874,0.26617791708017624,0.23895887842741426
0,27,0.006326198577880859,0.0018011086676112782,0.0007492780685424804,0.0004482450006017349,1e-10,True,True,invscaling,squared_error,1000,l1,True,"{'alpha': 1e-10, 'average': True, 'fit_intercept': True, 'learning_rate': 'invscaling', 'loss': 'squared_error', 'max_iter': 1000, 'penalty': 'l1', 'shuffle': True}",-950.6770854917231,-15206.314273288985,-9843.754064855015,0.21500735847892627,-4.136653456769482,-0.7846135685047047,-483.98171992517024,-4.472005809367659,-2.0717903023057964,-75.87886256845616,-2657.185606190782,5085.95083836535,2082,0.8926628382833489,0.9262321383032017,0.9513826041577095,0.9648505067167559,0.9127883639640605,0.9415010545230268,0.9053825815240686,0.9567777381141006,0.9255243901225438,0.7680076678371662,0.9145109883545981,0.05356684158387389
0,27,0.00526878833770752,0.0004161659429831305,0.0006671428680419921,0.0002163295625104729,1e-10,True,True,invscaling,squared_error,1000,l1,False,"{'alpha': 1e-10, 'average': True, 'fit_intercept': True, 'learning_rate': 'invscaling', 'loss': 'squared_error', 'max_iter': 1000, 'penalty': 'l1', 'shuffle': False}",-946.2125519630672,-15333.679519570716,-9775.446261642552,0.1902439927659475,-4.117960423588993,-0.7909825986608192,-494.56100168128063,-4.495367340054351,-2.12471617054162,-76.19883434045306,-2663.743695173815,5107.5584173830375,2097,0.8933482731576932,0.9267628416060668,0.9513626054777735,0.9649407998580033,0.9126425633421396,0.9418485221307354,0.9052797853256158,0.9564448455953709,0.9251501037721392,0.7687698006281418,0.914655014089368,0.05333586822726948
0,27,0.004342031478881836,0.0010246436961258837,0.0006082534790039062,4.35934273213036e-05,1e-10,True,True,invscaling,squared_error,1000,l2,True,"{'alpha': 1e-10, 'average': True, 'fit_intercept': True, 'learning_rate': 'invscaling', 'loss': 'squared_error', 'max_iter': 1000, 'penalty': 'l2', 'shuffle': True}",-949.779626278953,-15167.387862921641,-9937.927529749857,0.21724631046007492,-4.159936532323298,-0.7856393498802077,-481.80737992611137,-4.4628712797334105,-2.1102292900290336,-76.06064445758884,-2662.426447347566,5089.862076193922,2084,0.8926844269462655,0.9267216864916885,0.9512402118807767,0.9647153388767783,0.9133119558937365,0.9414807965289521,0.9056668659672442,0.9564272180294859,0.9248821938447235,0.7683304680639564,0.9145461162523608,0.05341844599286839
0,27,0.004105973243713379,0.0006507973654292439,0.0008094549179077148,0.0005485943268911508,1e-10,True,True,invscaling,squared_error,1000,l2,False,"{'alpha': 1e-10, 'average': True, 'fit_intercept': True, 'learning_rate': 'invscaling', 'loss': 'squared_error', 'max_iter': 1000, 'penalty': 'l2', 'shuffle': False}",-946.2125516725414,-15333.679518472594,-9775.44625543468,0.19024399338039766,-4.117960423260634,-0.7909825975072122,-494.5610019873701,-4.495367338286504,-2.124716166966903,-76.19883429312443,-2663.743694439295,5107.5584162458135,2094,0.8933482730229046,0.9267628415189912,0.9513626054121747,0.9649407998080342,0.9126425632434311,0.941848522063471,0.9052797852098435,0.9564448455469852,0.9251501036923317,0.7687698003259837,0.9146550139844152,0.05333586829771466
0,27,0.02527801990509033,0.004246936241718298,0.0006836891174316406,9.773360063084349e-05,1e-10,True,True,invscaling,squared_error,5000,l1,True,"{'alpha': 1e-10, 'average': True, 'fit_intercept': True, 'learning_rate': 'invscaling', 'loss': 'squared_error', 'max_iter': 5000, 'penalty': 'l1', 'shuffle': True}",-930.5226002725296,-14513.77825810408,-15628.767052850104,-0.2061712428231519,-3.173653030263626,-1.7274393928366543,-125.04168957622689,-7.002563018800707,-3.8769729104347945,-129.12663252031936,-3134.3223032918418,5979.687403994892,2196,0.9837181657953207,0.9886785376147182,0.9932034438383205,0.994079617428321,0.9740631916714142,0.9904710703762271,0.9781294689303512,0.9908246855290552,0.9801940902038676,0.9671228359463531,0.984048510733395,0.008539465281026079
0,27,0.024646592140197755,0.003543081838934241,0.000819253921508789,0.00042474031046202117,1e-10,True,True,invscaling,squared_error,5000,l1,False,"{'alpha': 1e-10, 'average': True, 'fit_intercept': True, 'learning_rate': 'invscaling', 'loss': 'squared_error', 'max_iter': 5000, 'penalty': 'l1', 'shuffle': False}",-930.1200469777349,-14539.500204290778,-15587.73833298847,-0.2151092804652981,-3.1434520689827323,-1.7336765772092417,-127.08357228619647,-7.01747061254232,-3.9082710592564656,-129.4943146050275,-3132.9954450746663,5975.919742650728,2193,0.983801332861559,0.9887297840161872,0.9931743460199846,0.9941000417894956,0.9740182748385925,0.9904994954088692,0.9781059503017141,0.9908352136839587,0.980199979883315,0.9672202127849348,0.9840684631588612,0.008531603483891717
0,27,0.01797451972961426,0.0033790687546005303,0.0006872892379760742,0.0001913975305527541,1e-10,True,True,invscaling,squared_error,5000,l2,True,"{'alpha': 1e-10, 'average': True, 'fit_intercept': True, 'learning_rate': 'invscaling', 'loss': 'squared_error', 'max_iter': 5000, 'penalty': 'l2', 'shuffle': True}",-930.4470627491929,-14508.419156165734,-15638.536730640237,-0.20861131914093312,-3.181495311770135,-1.7355527767739711,-124.43302712954252,-7.006568929572223,-3.8878144293088086,-129.3994208764118,-3134.7255440327685,5980.727815509509,2198,0.9837245611920705,0.9886566457303071,0.9931797755939668,0.9940504523881171,0.9739919123569829,0.9904844950946919,0.9781668573190444,0.9908684770108395,0.9801659981022359,0.9671932091446963,0.9840482383932952,0.008529927514488087
0,27,0.01800236701965332,0.0053144246376824735,0.0008701801300048829,0.0007346236796611664,1e-10,True,True,invscaling,squared_error,5000,l2,False,"{'alpha': 1e-10, 'average': True, 'fit_intercept': True, 'learning_rate': 'invscaling', 'loss': 'squared_error', 'max_iter': 5000, 'penalty': 'l2', 'shuffle': False}",-930.12004638279,-14539.500195682871,-15587.738308586528,-0.21510927828174387,-3.1434520738024014,-1.7336765701296328,-127.08357312479308,-7.017470603340488,-3.908271044876315,-129.4943143696952,-3132.995441771711,5975.919735915001,2190,0.9838013326975432,0.9887297839077075,0.9931743459431245,0.994100041728927,0.9740182746951231,0.990499495311147,0.9781059501618223,0.9908352136160863,0.9801999797530146,0.9672202124194115,0.9840684630233907,0.008531603555173042
