iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__fit_intercept,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,6873,0.039091086387634276,0.029084341627119793,0.007837438583374023,0.015357958547695448,True,{'model__fit_intercept': True},-3577840.5595930233,-3467676.9011627906,-3579968.238372093,-3515566.208151383,-3572036.5531295487,-3543158.013100437,-3358816.128093159,-3460091.2363764555,-3435774.8151382823,-3421524.5152838426,-3493245.316840102,72211.94792340507,1,-3443308.5566693614,-3464800.4164915117,-3443529.0638641873,-3459385.4928871645,-3437215.2250242485,-3457869.8527319753,-3477200.1086323955,-3465257.2222874737,-3473353.0232783705,-3472673.8031037827,-3459459.2764970474,13253.256026647055
0,6873,0.024802851676940917,0.012896094956906776,0.006006717681884766,0.007035422445964739,False,{'model__fit_intercept': False},-3578163.7959133857,-3468128.160356778,-3582024.4354598564,-3514894.508887897,-3582516.2026736587,-3543112.4136804985,-3359107.757398261,-3460101.2025127537,-3436648.5957432617,-3422047.1434855536,-3494674.42161119,73479.12625567598,2,-3443132.917728431,-3465030.2550733597,-3441060.6196094104,-3460978.6037785667,-3440701.705574439,-3457604.647384396,-3477878.9617334767,-3465273.2485262644,-3476295.476353851,-3474027.1801454863,-3460198.3615907677,13627.167310909981
